config,bit_size,type,VIT_FIRST,VIT_MIDDLE,VIT_LAST,QFORMER_FIRST,QFORMER_MIDDLE,QFORMER_LAST,LLM_FIRST,LLM_MIDDLE,LLM_LAST,METEOR,CIDEr,quantized_size,compression_ratio
428,8,ATTENTION,0,0,0,0,1,1,1,1,1,0.2787113062227145,1.283591215220027,99235364864,0.8281362372754733
852,5,MLP,1,1,0,1,1,1,1,1,1,0.0401453525156221,0.0195379539733692,62369258240,0.5204822183232912
1196,4,MLP,0,0,0,0,0,0,1,1,0,6.318416604798837e-05,0.0001265809051692,88994097152,0.7426710916636268
1278,4,ATTENTION,1,1,1,1,1,1,0,1,0,0.0696289893790157,0.031692131417132,102292744192,0.8536505951466181
467,8,BOTH,0,0,0,0,0,0,1,1,1,0.2782263035104425,1.27793685233323,59414085632,0.495820793160572
519,8,BOTH,1,1,1,0,1,1,1,1,1,0.2743295768451694,1.2593570139703356,35331322880,0.29484598386781863
875,5,MLP,1,1,1,0,1,0,1,1,1,0.0249105318323768,0.0021021272331236,56293779584,0.4697813009565579
655,6,ATTENTION,1,0,0,1,1,1,0,0,0,0.2692045691160211,1.2220023537681952,116410024960,0.9714617382990138
1235,4,ATTENTION,0,1,1,0,0,0,0,0,0,0.1922472094545127,0.6277386129897795,114052722688,0.9517896442191421
193,16,BOTH,0,1,0,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318,73847908352,0.6162735335039325
145,16,ATTENTION,0,0,0,1,0,1,1,1,1,0.2785208443350772,1.2852764152502318,106100162560,0.8854241581836488
369,8,MLP,1,1,1,0,0,0,1,1,1,0.2759322079683527,1.2689976569023262,63353332736,0.5286944897391626
834,6,BOTH,1,1,1,0,0,0,1,1,1,0.2099539593861813,0.8535081970923823,28781478656,0.2401864040110049
1024,5,BOTH,0,0,0,1,1,1,0,0,0,0.2776623289642982,1.2825037584404828,119063853056,0.9936083915290324
1445,3,MLP,1,1,1,1,0,1,1,1,1,0.0,0.0,51587410816,0.43050584176815476
1459,3,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318,119829757952,1.0
889,5,MLP,0,0,0,1,0,1,1,1,1,0.1542157909338352,0.2041313520068872,74520215552,0.6218840530567576
1165,4,MLP,0,0,0,1,1,0,0,0,0,0.2785208443350772,1.2852764152502318,119829757952,1.0
1117,4,MLP,0,0,0,1,1,1,0,0,0,0.2785208443350772,1.2852764152502318,119829757952,1.0
802,6,BOTH,1,1,1,1,1,1,1,1,1,0.2111139598360261,0.8611088645150249,28043940608,0.23403152177970277
1031,5,BOTH,0,1,0,1,1,1,0,0,0,0.1532838993240705,0.3661960347264445,110203018112,0.9196631954822426
453,8,ATTENTION,1,1,1,1,1,1,1,0,1,0.2777109401375897,1.2748510059248088,98504118272,0.8220338583297283
197,16,BOTH,0,0,1,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318,73847908352,0.6162735335039325
1365,4,BOTH,1,1,1,0,0,0,0,0,0,0.0,0.0,92262715904,0.7699482789655431
57,16,MLP,0,0,0,0,1,1,0,0,0,0.2785208443350772,1.2852764152502318,119829757952,1.0
368,8,MLP,1,1,1,1,1,1,1,1,1,0.2759322079683527,1.2689976569023262,63353332736,0.5286944897391626
616,6,MLP,1,1,1,1,1,1,1,1,1,0.2236076762802787,0.9456258451329648,58646963968,0.48941903055075947
1153,4,MLP,0,0,0,1,0,0,0,0,0,0.2785208443350772,1.2852764152502318,119829757952,1.0
861,5,MLP,0,1,1,1,1,1,0,0,0,0.1111694760541414,0.0948884932740802,107678800640,0.8985981652665335
634,6,MLP,0,0,0,0,0,0,0,0,1,0.2751028331841468,1.2635236687151803,104831460352,0.8748366194146212
975,5,ATTENTION,0,0,0,0,0,1,0,0,0,0.2771798313520781,1.2716402942290197,119574456320,0.9978694638430108
1355,4,BOTH,0,0,0,1,0,1,0,0,0,0.2795255859668593,1.2773784754766544,119300243456,0.9955811101929113
54,16,MLP,1,1,1,0,1,1,1,1,1,0.2785208443350772,1.2852764152502318,82178807808,0.6857963264927751
520,8,BOTH,1,1,1,0,1,1,0,0,0,0.2759200182349623,1.269209200655259,95746995200,0.7990251907072466
1162,4,MLP,1,1,1,1,1,0,1,1,1,0.0,0.0,53940595200,0.45014357136235633
330,8,MLP,1,1,1,1,0,1,0,0,0,0.2785175866119606,1.2827405384338042,103628481536,0.8647975536887113
1140,4,MLP,0,1,1,1,1,1,0,0,0,0.0,0.0,107228765184,0.8948425417578866
1389,4,BOTH,0,0,0,1,1,1,0,1,1,0.1800230571957742,0.6537989254632586,70577082368,0.5889779264702424
991,5,ATTENTION,0,0,0,1,1,1,0,0,0,0.2776623289642982,1.2825037584404828,119063853056,0.9936083915290324
405,8,ATTENTION,0,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318,99689234432,0.8319238571101207
